Location,Date,year,Set #,Site,Species,Length,Weight (g),hatchery/wild,oto read,hatchery_site,freezer sample number
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2307,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2316,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2343,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2345,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2373,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2389,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2389,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2391,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.24,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2487,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2537,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2601,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2613,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2641,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2649,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2656,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2666,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2716,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2771,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.2793,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,33,0.2823,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,33,0.2831,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.3055,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,33,0.3279,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2179,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2204,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2265,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2288,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2306,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2338,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2391,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2396,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.24,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2405,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2438,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2446,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2465,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2472,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2495,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2505,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2514,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2545,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.255,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2567,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2575,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2592,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2595,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2602,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2603,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2611,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2624,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2684,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2718,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2723,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2759,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2769,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,34,0.2809,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.2812,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,34,0.2828,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.288,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.3091,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,34,0.3341,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2221,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.2323,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2476,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2497,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2508,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2534,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2636,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.2735,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.2742,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.2745,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2767,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2777,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2794,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2861,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2864,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2879,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2886,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.292,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.2933,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,35,0.2953,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.3065,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.3116,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.3259,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,450,RR-1,pink salmon,35,0.3281,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,35,0.3418,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.2385,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.2683,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.2692,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.2818,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.2833,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.2865,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.2902,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.297,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.3054,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.3112,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.335,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,36,0.3425,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,36,0.3561,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,448,RR-4,pink salmon,37,0.2776,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,37,0.3485,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,37,0.3523,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,449,RR-3,pink salmon,38,0.3385,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,39,0.3957,wild,n,.,NA
Rodmans Reach,5/9/2023,2023,451,.,pink salmon,39,0.4258,wild,n,.,NA
Chief Cove,5/11/2023,2023,453,CH-1,pink salmon,28,0.1793,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,31,0.199,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,31,0.2038,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,31,0.2459,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,31,0.3219,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.196,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.2071,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.2177,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.2378,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.2396,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.2458,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.253,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.2598,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,32,0.2701,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.2727,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.2775,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.3044,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,32,0.3464,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.1896,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2023,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2256,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2307,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.241,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2434,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2581,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2706,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,33,0.2815,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,33,0.299,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,33,0.3044,wild,n,.,NA
Chief Cove,5/11/2023,2023,456,CH-3,pink salmon,34,0.2226,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,34,0.234,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,34,0.2701,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,34,0.2768,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,34,0.2864,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,34,0.2872,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,34,0.2934,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,34,0.3011,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,34,0.3271,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,34,0.3892,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,34,0.4536,wild,n,.,NA
Chief Cove,5/11/2023,2023,454,CH-2,pink salmon,35,0.2571,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.276,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.286,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.2914,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.2943,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.2968,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.2999,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3023,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3085,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3088,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3092,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3105,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3123,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3129,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3147,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3169,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3187,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3306,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3312,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3327,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3459,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3504,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3549,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,35,0.3609,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.3831,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,35,0.4679,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.2974,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.2987,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.3103,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.3203,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.327,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.3306,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.3351,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.337,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.344,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.3564,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,36,0.3582,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.3587,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,36,0.3764,wild,n,.,NA
Chief Cove,5/11/2023,2023,453,CH-1,pink salmon,36,0.4718,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.32,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.322,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.3338,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.3404,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.343,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.3504,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.3507,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.3613,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.3736,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.374,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.3806,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.3855,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.3934,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.4202,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,37,0.4437,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,37,0.4823,wild,n,.,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,38,0.3375,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.3611,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.3737,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,38,0.3973,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4108,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4118,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4245,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4365,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,38,0.4412,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4601,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,38,0.4968,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,39,0.3978,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4206,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4301,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4317,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4477,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4797,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,39,0.4819,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,39,0.4986,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,40,0.474,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,40,0.4804,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,40,0.4903,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,40,0.5006,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,41,0.4433,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,41,0.4711,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,41,0.4809,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,41,0.507,hatchery,n,Kitoi-KRAA,NA
Chief Cove,5/11/2023,2023,455,CH-4,pink salmon,41,0.5406,wild,n,.,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,42,0.5119,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,42,0.5294,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,42,0.5582,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,43,0.5588,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,44,0.6192,hatchery,n,Kitoi-KRAA,NA
Kitoi,5/11/2023,2023,NA,Pen1-36,pink salmon,46,0.8702,hatchery,n,Kitoi-KRAA,NA
Kiliuda,5/12/2023,2023,462,Kil-2,pink salmon,27,0.2057,wild,n,.,NA
Kiliuda,5/12/2023,2023,462,Kil-2,pink salmon,29,0.197,wild,n,.,NA
Kiliuda,5/12/2023,2023,458,Kil-6,pink salmon,29,0.2016,wild,n,.,NA
Kiliuda,5/12/2023,2023,461,Kil-3,pink salmon,30,0.166,wild,n,.,NA
Kiliuda,5/12/2023,2023,462,Kil-2,pink salmon,30,0.1718,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,30,0.1885,wild,n,.,NA
Kiliuda,5/12/2023,2023,462,Kil-2,pink salmon,30,0.2166,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,32,0.2274,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,32,0.2441,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,32,0.2528,wild,n,.,NA
Kiliuda,5/12/2023,2023,462,Kil-2,pink salmon,33,0.2191,wild,n,.,NA
Kiliuda,5/12/2023,2023,459,Kil-5,pink salmon,33,0.2312,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.2473,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.2637,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.2668,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.2756,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.2785,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.3034,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,33,0.3289,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2328,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2501,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.266,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2712,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.277,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2892,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2926,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.2974,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,34,0.3227,wild,n,.,NA
Kiliuda,5/12/2023,2023,459,Kil-5,pink salmon,35,0.2334,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.2797,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.2896,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.2948,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.2975,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.2993,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.312,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.3173,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.3212,wild,n,.,NA
