Location,Date,year,Set_num,Site,Species,Length,Weight,freez_samp_num,hatchery_wild,oto_read,hatchery_site
Agripina,7/5/2021,2021,282,.,pink salmon,70,3.5,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,61,2.3,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,64,2.5,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,70,3.6,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,69,3.3,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,49,1.2,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,68,3.3,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,74,3.7,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,68,2.9,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,61,2.1,NA,unknown,.,.
Agripina,7/5/2021,2021,282,.,pink salmon,57,1.8,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,63,2.3,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,56,1.8,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,77,4.1,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,64,2.4,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,47,0.9,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,66,3.1,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,76,3.9,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,65,2.6,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,64,2.4,NA,unknown,.,.
Agripina,7/5/2021,2021,280,.,pink salmon,58,1.8,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,72,4.2,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,66,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,72,3.8,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,71,3.4,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,65,2.8,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,66,2.6,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,68,3.0,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,72,3.8,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,59,1.9,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,61,2.1,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,62,2.2,NA,unknown,.,.
Agripina,7/5/2021,2021,279,.,pink salmon,64,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,55,1.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,64,2.9,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,51,1.4,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,60,2.3,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,70,3.2,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,71,3.6,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,74,3.5,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,65,2.4,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,68,2.9,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,50,1.1,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,64,2.8,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,64,2.5,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,51,1.4,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,65,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,64,2.5,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,45,0.9,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,65,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,54,1.5,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,70,3.2,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,70,3.5,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,56,1.6,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,68,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,61,2.3,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,67,2.7,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,70,3.2,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,71,3.3,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,60,2.4,NA,unknown,.,.
Agripina,7/5/2021,2021,278,.,pink salmon,52,1.4,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,285,.,pink salmon,48,0.9,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,285,.,pink salmon,70,3.0,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,286,.,pink salmon,66,3.2,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,54,1.4,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,45,0.8,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,45,0.8,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,44,0.7,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,50,1.1,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,56,1.8,NA,unknown,.,.
Port Wrangall,7/6/2021,2021,287,.,pink salmon,53,1.1,NA,unknown,.,.
Mitrofania,7/9/2021,2021,289,.,pink salmon,71,3.7,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,69,3.0,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,79,4.3,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,78,3.5,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,79,4.0,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,74,3.7,NA,unknown,.,.
Mitrofania,7/9/2021,2021,290,.,pink salmon,75,4.5,NA,unknown,.,.
Mitrofania,7/9/2021,2021,291,.,pink salmon,70,3.1,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,72,3.7,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,75,3.9,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,72,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,76,3.8,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,77,4.1,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,76,4.0,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,70,3.3,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,77,4.3,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,79,4.7,NA,unknown,.,.
Fox,7/11/2021,2021,296,.,pink salmon,67,3.0,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,65,2.5,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,69,3.2,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,77,4.1,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,77,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,74,3.7,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,70,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,62,2.4,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,76,4.0,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,66,2.7,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,65,3.1,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,68,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,70,3.3,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,77,4.1,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,73,3.4,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,72,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,65,2.4,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,68,2.9,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,78,4.0,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,74,4.0,NA,unknown,.,.
Fox,7/11/2021,2021,295,.,pink salmon,65,2.7,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,67,3.1,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,77,4.6,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,72,3.6,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,77,4.7,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,65,3.0,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,64,2.8,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,66,2.6,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,75,3.9,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,67,2.4,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,72,3.9,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,71,3.5,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,68,3.0,NA,unknown,.,.
Fox,7/11/2021,2021,294,.,pink salmon,70,3.2,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,80,5.6,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,86,6.4,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,85,6.8,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,78,5.2,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,74,4.7,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,83,5.8,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,78,5.2,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,68,3.4,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,49,1.3,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,79,4.6,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,78,5.4,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,82,5.9,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,73,3.8,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,72,3.6,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,84,6.4,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,77,4.6,NA,unknown,.,.
Balboa,7/13/2021,2021,299,.,pink salmon,66,3.3,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,81,5.1,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,69,3.1,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,64,2.5,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,63,2.5,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,60,2.0,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,61,2.0,NA,unknown,.,.
Balboa,7/13/2021,2021,301,.,pink salmon,68,2.9,NA,unknown,.,.
Balboa,7/13/2021,2021,303,.,pink salmon,64,2.8,NA,unknown,.,.
Balboa,7/13/2021,2021,303,.,pink salmon,64,2.8,NA,unknown,.,.
Balboa,7/13/2021,2021,303,.,pink salmon,66,2.9,NA,unknown,.,.
Balboa,7/13/2021,2021,303,.,pink salmon,66,2.9,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,75,4.2,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,77,4.6,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,74,4.3,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,73,3.6,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,78,4.5,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,76,4.9,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,74,3.9,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,73,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,76,4.2,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,76,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,74,4.0,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,72,3.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,76,4.3,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,76,4.4,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,322,.,pink salmon,75,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,114,15.9,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,71,3.8,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,80,4.9,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,79,5.4,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,73,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,71,3.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,61,2.5,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,72,3.6,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,74,4.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,78,4.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,74,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,327,.,pink salmon,68,3.4,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,73,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,74,3.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,78,4.4,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,78,4.8,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,74,4.0,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,76,4.2,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,75,4.1,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,77,4.7,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,76,4.3,NA,unknown,.,.
Rodmans Reach,7/28/2021,2021,326,.,pink salmon,74,4.4,NA,unknown,.,.
Japanese Bay,7/31/2021,2021,333,.,pink salmon,93,7.7,NA,unknown,.,.
Cook,8/21/2021,2021,.,Lam East,pink salmon,78,4.1,NA,wild,.,.
Cook,8/21/2021,2021,.,Middle Cove,pink salmon,90,6.8,NA,hatchery,.,.
Cook,8/21/2021,2021,.,Middle Cove,pink salmon,85,5.6,NA,hatchery,.,.
Cook,8/21/2021,2021,.,Middle Cove,pink salmon,84,5.3,NA,hatchery,.,.
Cook,8/21/2021,2021,.,Middle Cove,pink salmon,78,4.5,NA,wild,.,.
ALB,8/22/2021,2021,.,EG Patches,pink salmon,102,10.9,NA,hatchery,.,.
ALB,8/22/2021,2021,.,EG Patches,pink salmon,85,6,NA,hatchery,.,.
ALB,8/22/2021,2021,.,EG Patches,pink salmon,83,4.4,NA,hatchery,.,.
ALB,8/22/2021,2021,.,Lam Boat,pink salmon,140,32,NA,hatchery,.,.
ALB,8/22/2021,2021,.,Lam Boat,pink salmon,126,21.6,NA,hatchery,.,.
ALB,8/22/2021,2021,.,Lam Boat,pink salmon,97,8.8,NA,unknown,.,.
ALB,8/22/2021,2021,.,Lam Boat,pink salmon,105,11.4,NA,hatchery,.,.
ALB,8/22/2021,2021,.,Lam Boat,pink salmon,89,7.1,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,80,5.9,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,83,6.8,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,86,6.3,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,86,6.5,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,87,7.2,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,89,7.7,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,90,8.9,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,90,7.1,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,92,8.1,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,94,8.4,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,95,9.3,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,97,10.1,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,97,10.2,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,98,9.4,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,99,10,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,99,9.8,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,102,11.9,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,103,12.1,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,105,12.8,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,135,28.9,NA,unknown,.,.
ALB,8/23/2021,2021,.,Back Bay EG,pink salmon,136,27.6,NA,unknown,.,.
Rodmans Reach,5/17/2022,2022,348,RR-4,pink salmon,39,0.3747,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,38,0.4317,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,36,0.343,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,37,0.3196,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,36,0.293,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,35,0.2927,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,31,0.1917,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,33,0.272,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,33,0.2004,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,34,0.2286,NA,wild,n,.
Rodmans Reach,5/17/2022,2022,349,RR-3,pink salmon,33,0.2541,NA,wild,n,.
Cook,5/19/2022,2022,353,Lam South,pink salmon,35,0.3563,NA,wild,n,.
Cook,5/19/2022,2022,353,Lam South,pink salmon,58,1.6228,NA,wild,n,.
Cook,5/19/2022,2022,354,EG South,pink salmon,34,0.2471,NA,wild,n,.
Cook,5/19/2022,2022,354,EG South,pink salmon,36,0.3063,NA,wild,n,.
Cook,5/19/2022,2022,354,EG South,pink salmon,42,0.5317,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,48,0.9871,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,45,0.7558,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,35,0.3624,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.5468,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,31,0.1858,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,47,0.9701,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.658,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,42,0.6243,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.4595,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,33,0.2433,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.6885,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.6261,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,45,0.8316,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,44,0.7137,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.7036,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,45,0.8165,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,36,0.416,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,34,0.2945,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,37,0.4764,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,37,0.3742,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,53,1.3932,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,48,0.9648,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.7731,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,33,0.2619,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.5271,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,39,0.4811,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.4654,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.3829,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,42,0.6952,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,49,1.0478,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,33,0.2993,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,36,0.3882,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,35,0.2993,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,53,1.3484,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,40,0.579,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,47,0.8443,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,44,0.6522,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,34,0.2409,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,52,1.0954,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,33,0.2696,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.7924,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,43,0.6965,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,34,0.3121,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,35,0.3065,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,34,0.28,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,37,0.402,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,34,0.384,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,48,1.0245,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,38,0.3902,NA,wild,n,.
Cook,5/19/2022,2022,356,EG West,pink salmon,37,0.3733,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,57,1.5507,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,48,1.5335,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,48,1.0246,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,47,1.0022,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,58,1.6188,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,51,1.1121,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,47,0.9969,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,38,0.4786,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,36,0.4645,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,35,0.3381,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,43,0.6618,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,60,1.8657,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,51,1.2613,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,54,1.4251,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,59,1.7427,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,53,1.1437,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,53,1.4361,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,61,1.9758,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,60,1.8291,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,53,1.2744,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,56,1.6475,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,73,2.9307,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,59,1.7219,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,44,0.7339,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,46,0.9581,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,53,1.2476,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,51,1.3875,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,55,1.4153,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,44,0.8007,NA,wild,n,.
Chief Cove,5/22/2022,2022,360,CH-2,pink salmon,42,0.9533,NA,wild,n,.
